# annotation output: TYPE x y w h
NEURON	654	262	500	500
NEURON	1366	1230	500	500
NEURON	691	8343	500	500
NEURON	771	9633	500	500
NEURON	1075	4285	500	500
NEURON	439	4389	500	500
NEURON	1819	2905	500	500
NEURON	2675	1042	500	500
NEURON	3533	5578	500	500
NEURON	3451	2604	500	500
NEURON	4105	1114	500	500
NEURON	4139	5421	500	500
NEURON	4475	4143	500	500
NEURON	4891	4489	500	500
NEURON	6369	8100	500	500
NEURON	6335	7269	500	500
NEURON	5853	6424	500	500
NEURON	6557	540	500	500
NEURON	7267	5868	500	500
NEURON	6841	1482	500	500
NEURON	8117	531	500	500
NEURON	8209	997	500	500
NEURON	7993	1898	500	500
NEURON	7977	2290	500	500
NEURON	8401	5976	500	500
NEURON	7883	5614	500	500
NEURON	7709	9301	500	500
NEURON	9593	3880	500	500
NEURON	9549	5151	500	500
NEURON	9745	4899	500	500
NEURON	9841	5742	500	500
NEURON	9565	7635	500	500
