# annotation output: TYPE x y w h
NEURON	434	197	500	500
NEURON	35	584	500	500
NEURON	350	770	500	500
NEURON	26	1403	500	500
NEURON	152	6695	500	500
NEURON	1139	8462	500	500
NEURON	290	8915	500	500
NEURON	1397	9544	500	500
NEURON	1946	7828	500	500
NEURON	1868	2818	500	500
NEURON	1190	1942	500	500
NEURON	2573	2459	500	500
NEURON	3320	8228	500	500
NEURON	3872	4405	500	500
NEURON	4130	3832	500	500
NEURON	3680	6061	500	500
NEURON	4007	6994	500	500
NEURON	4220	7591	500	500
NEURON	4202	8662	500	500
NEURON	4979	10189	500	500
NEURON	4400	9703	500	500
NEURON	5855	4055	500	500
NEURON	5252	4823	500	500
NEURON	5798	5396	500	500
NEURON	6416	6827	500	500
NEURON	5636	6905	500	500
NEURON	6008	8219	500	500
NEURON	5546	11140	500	500
NEURON	6092	10594	500	500
NEURON	8288	3547	500	500
NEURON	7841	5119	500	500
NEURON	8090	5635	500	500
NEURON	8507	5824	500	500
NEURON	8258	7618	500	500
NEURON	7721	8122	500	500
NEURON	8192	8401	500	500
NEURON	8024	9268	500	500
NEURON	1135	1808	500	500
NEURON	6800	7650	500	500
NEURON	6474	7114	500	500
