# annotation output: TYPE x y w h
NEURON	400	304	500	500
NEURON	112	970	500	500
NEURON	997	537	500	500
NEURON	1313	1013	500	500
NEURON	2147	2609	500	500
NEURON	2473	6631	500	500
NEURON	2337	4672	500	500
NEURON	2753	1556	500	500
NEURON	2847	3170	500	500
NEURON	3129	3757	500	500
NEURON	3369	5272	500	500
NEURON	4345	4208	500	500
NEURON	4777	1456	500	500
NEURON	5395	2643	500	500
NEURON	6377	2145	500	500
NEURON	5905	2665	500	500
NEURON	7017	3064	500	500
NEURON	7759	5689	500	500
NEURON	8765	6000	500	500
NEURON	9273	6060	500	500
NEURON	9331	5100	500	500
NEURON	10719	762	500	500
NEURON	11221	250	500	500
NEURON	11387	8327	500	500
NEURON	7920	7367	500	500
