# annotation output: TYPE x y w h
NEURON	1601	419	500	500
NEURON	1292	26	500	500
NEURON	800	1160	500	500
NEURON	329	1415	500	500
NEURON	512	59	500	500
NEURON	1814	992	500	500
NEURON	2786	917	500	500
NEURON	2807	431	500	500
NEURON	1295	2075	500	500
NEURON	2111	1931	500	500
NEURON	422	2324	500	500
NEURON	2060	3578	500	500
NEURON	1013	4025	500	500
NEURON	1142	4445	500	500
NEURON	1277	5762	500	500
NEURON	320	5834	500	500
NEURON	263	7388	500	500
NEURON	1088	7262	500	500
NEURON	1112	7886	500	500
NEURON	524	8030	500	500
NEURON	2243	7916	500	500
NEURON	2567	7019	500	500
NEURON	2993	7631	500	500
NEURON	2876	6200	500	500
NEURON	3389	6158	500	500
NEURON	3164	3863	500	500
NEURON	3284	3599	500	500
NEURON	3284	2423	500	500
NEURON	3167	1463	500	500
NEURON	3896	1760	500	500
NEURON	4385	1946	500	500
NEURON	4646	1454	500	500
NEURON	4226	4601	500	500
NEURON	3854	5507	500	500
NEURON	3962	6317	500	500
NEURON	3827	6956	500	500
NEURON	4616	7154	500	500
NEURON	5021	8243	500	500
NEURON	5558	8408	500	500
NEURON	5594	7514	500	500
NEURON	5075	7577	500	500
NEURON	5024	7130	500	500
NEURON	5252	6311	500	500
NEURON	5747	6281	500	500
NEURON	5849	4310	500	500
NEURON	5891	2633	500	500
NEURON	4721	929	500	500
NEURON	5084	830	500	500
NEURON	4766	98	500	500
NEURON	6410	1277	500	500
NEURON	6359	7394	500	500
NEURON	7196	8162	500	500
NEURON	7049	7100	500	500
NEURON	7523	6404	500	500
NEURON	6962	5840	500	500
NEURON	7118	4019	500	500
NEURON	7571	4667	500	500
NEURON	7988	4496	500	500
NEURON	8222	5300	500	500
NEURON	8132	8621	500	500
NEURON	9110	8225	500	500
NEURON	9755	8597	500	500
NEURON	9803	6161	500	500
NEURON	8489	2663	500	500
NEURON	10448	3698	500	500
NEURON	11048	4913	500	500
NEURON	11069	5318	500	500
NEURON	10244	6293	500	500
NEURON	10232	7148	500	500
NEURON	10925	7034	500	500
NEURON	11368	5771	500	500
NEURON	10519	1943	500	500
NEURON	9181	1220	500	500
NEURON	9244	389	500	500
NEURON	7035	3131	500	500
NEURON	7890	650	500	500
