# annotation output: TYPE x y w h
NEURON	1256	2300	500	500
NEURON	3440	1376	500	500
NEURON	2816	1034	500	500
NEURON	2366	2636	500	500
NEURON	1610	1456	500	500
NEURON	334	3717	500	500
NEURON	1214	3649	500	500
NEURON	382	4744	500	500
NEURON	1242	5688	500	500
NEURON	2726	5032	500	500
NEURON	2086	6589	500	500
NEURON	2570	7286	500	500
NEURON	946	7670	500	500
NEURON	1466	10056	500	500
NEURON	4190	8582	500	500
NEURON	4530	9162	500	500
NEURON	2394	7789	500	500
NEURON	3146	7833	500	500
NEURON	3614	3948	500	500
NEURON	5038	214	500	500
NEURON	5298	602	500	500
NEURON	5682	3928	500	500
NEURON	4678	7787	500	500
NEURON	7686	9516	500	500
NEURON	7778	8445	500	500
NEURON	6158	8193	500	500
NEURON	7330	7090	500	500
NEURON	8146	7198	500	500
NEURON	7906	7534	500	500
NEURON	7166	6594	500	500
NEURON	7162	3925	500	500
NEURON	7554	4709	500	500
NEURON	9218	5989	500	500
NEURON	9402	5517	500	500
NEURON	8258	5473	500	500
NEURON	9242	7123	500	500
NEURON	8374	6635	500	500
NEURON	8326	8244	500	500
NEURON	8594	9266	500	500
NEURON	9562	9608	500	500
NEURON	8830	1997	500	500
NEURON	10250	1357	500	500
NEURON	8394	3333	500	500
NEURON	10754	4229	500	500
NEURON	10454	3573	500	500
NEURON	9626	7349	500	500
NEURON	10682	6873	500	500
NEURON	10666	8429	500	500
NEURON	12782	7961	500	500
NEURON	10822	6070	500	500
NEURON	10006	6002	500	500
NEURON	11554	5062	500	500
NEURON	6100	1450	500	500
NEURON	9854	5327	500	500
NEURON	7202	6099	500	500
NEURON	3698	4832	500	500
NEURON	3939	5099	500	500
NEURON	8952	6083	500	500
