# annotation output: TYPE x y w h
NEURON	350	308	500	500
NEURON	1400	710	500	500
NEURON	1052	1100	500	500
NEURON	29	1558	500	500
NEURON	284	1708	500	500
NEURON	425	2479	500	500
NEURON	1235	2569	500	500
NEURON	1751	4135	500	500
NEURON	719	5213	500	500
NEURON	26	5414	500	500
NEURON	125	4895	500	500
NEURON	560	6161	500	500
NEURON	1994	3110	500	500
NEURON	3671	914	500	500
NEURON	3458	1991	500	500
NEURON	3653	3014	500	500
NEURON	3329	4679	500	500
NEURON	2729	6170	500	500
NEURON	4925	6344	500	500
NEURON	5102	4128	500	500
NEURON	4961	3431	500	500
NEURON	5525	3758	500	500
NEURON	4745	2017	500	500
NEURON	4373	74	500	500
NEURON	5804	164	500	500
NEURON	6152	359	500	500
NEURON	6776	1169	500	500
NEURON	7169	3493	500	500
NEURON	5555	3181	500	500
NEURON	5864	6431	500	500
NEURON	7793	5810	500	500
NEURON	8000	4961	500	500
NEURON	7223	4114	500	500
NEURON	7853	3569	500	500
NEURON	8492	2742	500	500
NEURON	5407	1447	500	500
NEURON	5132	3471	500	500
